Customer ID,Cluster,recency_days,frequency,monetary,aov
JP-15460,1,38,15,1669.135,111.27566666666667
JP-15520,1,9,16,3635.594,227.224625
JP-16135,1,103,13,1707.71,131.3623076923077
JR-15670,0,594,3,1156.658,385.55266666666665
JR-15700,1,69,1,863.88,863.88
JR-16210,1,34,10,2201.686,220.16860000000003
JS-15595,1,120,8,1417.654,177.20675
JS-15685,1,43,11,1131.0639999999999,102.82399999999998
JS-15880,0,535,9,3868.02,429.78
JS-15940,0,464,8,469.169,58.646125
JS-16030,1,29,18,2516.494,139.80522222222223
JW-15220,2,43,14,7721.714,551.551
JW-15955,1,6,11,1244.086,113.09872727272727
JW-16075,0,462,7,1428.731,204.10442857142857
KA-16525,1,37,11,1519.506,138.13690909090909
KB-16240,1,5,10,3152.6150000000002,315.2615
KB-16315,1,297,22,1569.464,71.33927272727273
KB-16405,1,118,9,908.821,100.98011111111111
KB-16585,1,231,23,2744.742,119.33660869565219
KB-16600,1,2,9,983.922,109.32466666666667
KC-16255,0,408,10,2120.954,212.0954
KC-16540,2,98,5,3908.262,781.6524000000001
KC-16675,1,58,7,1146.05,163.72142857142856
KD-16270,2,485,16,8282.358,517.647375
KD-16345,1,42,10,1888.964,188.8964
KD-16495,2,113,28,8181.256,292.1877142857143
KD-16615,1,290,13,2243.5099999999998,172.5776923076923
KE-16420,1,27,15,1686.7312,112.44874666666666
KF-16285,2,98,18,10604.266,589.1258888888889
KH-16330,1,41,18,3312.864,184.048
KH-16360,1,2,14,3100.612,221.47228571428573
KH-16510,2,23,23,5952.859,258.81995652173913
KH-16630,1,59,17,3918.9660000000003,230.5274117647059
KH-16690,2,3,15,5990.799,399.3866
KL-16555,2,17,22,5016.488,228.02218181818182
KL-16645,2,48,29,14175.229000000001,488.80100000000004
KM-16225,1,15,19,2260.958,118.99778947368422
KM-16375,2,57,20,5620.186,281.0093
KM-16660,1,16,9,453.538,50.39311111111111
KM-16720,2,29,28,4909.472,175.33828571428572
KN-16390,1,20,17,2617.272,153.95717647058822
KN-16450,1,53,8,2171.962,271.49525
KN-16705,1,99,15,2280.58,152.03866666666667
KS-16300,0,296,4,88.472,22.118
KT-16465,0,392,14,3057.1,218.3642857142857
KT-16480,2,101,13,4642.088400000001,357.0837230769231
KW-16435,1,97,10,4416.5199999999995,441.65199999999993
KW-16570,0,772,5,449.096,89.8192
LA-16780,2,155,26,8673.222,333.5854615384615
LB-16735,1,49,3,50.188,16.729333333333333
LB-16795,2,153,24,4985.676,207.7365
LC-16870,1,28,30,2580.7039999999997,86.02346666666666
LC-16885,2,17,23,7663.126,333.17939130434786
LC-16930,1,42,14,4492.946,320.9247142857143
LC-16960,0,437,7,3246.626,463.8037142857143
LC-17050,1,55,9,2095.064,232.78488888888887
LC-17140,1,14,19,2633.582,138.60957894736842
LD-16855,0,553,1,5.304,5.304
LD-17005,0,415,7,1961.934,280.27628571428573
LE-16810,1,22,9,1469.45,163.27222222222224
LF-17185,1,23,16,3930.5089999999996,245.65681249999997
LH-16750,1,152,3,287.426,95.80866666666667
LH-16900,1,22,15,2295.332,153.02213333333333
LH-17020,1,240,6,318.239,53.03983333333333
LH-17155,1,386,19,1739.689,91.56257894736842
LL-16840,1,250,12,2741.2039999999997,228.43366666666665
LM-17065,0,392,7,1346.774,192.3962857142857
LO-17170,1,3,9,644.35,71.59444444444445
LP-17080,1,41,9,756.606,84.06733333333334
LP-17095,1,10,15,3653.399,243.55993333333333
LR-16915,2,27,16,5142.892,321.43075
LR-17035,1,133,12,1879.306,156.60883333333334
LS-16945,1,179,14,2845.27,203.23357142857142
LS-16975,1,21,22,2988.674,135.8488181818182
LS-17200,1,97,14,1010.2560000000001,72.16114285714286
LS-17230,0,778,6,368.88000000000005,61.48000000000001
LS-17245,1,35,12,1008.1360000000001,84.01133333333334
LT-16765,1,27,3,329.876,109.95866666666666
LT-17110,1,35,14,2936.252,209.73228571428572
LW-16825,1,89,15,2238.061,149.20406666666668
LW-16990,1,34,11,3230.308,293.66436363636365
LW-17125,1,206,5,1259.04,251.808
LW-17215,2,22,15,5420.514,361.3676
MA-17560,2,65,34,4299.161,126.44591176470588
MA-17995,1,187,12,2453.284,204.44033333333334
MB-17305,1,49,19,1548.702,81.51063157894737
MB-18085,1,45,10,1428.231,142.8231
MC-17275,1,77,13,2725.982,209.69092307692307
MC-17425,0,400,10,4432.138,443.2138
MC-17575,1,28,11,1303.893,118.53572727272727
MC-17590,1,52,17,2426.067,142.70982352941178
MC-17605,1,113,18,2258.192,125.45511111111111
MC-17635,1,190,8,795.154,99.39425
MC-17845,1,2,14,3805.714,271.83671428571427
MC-18100,1,42,19,2218.98,116.78842105263158
MC-18130,0,370,11,1581.9979999999998,143.81799999999998
MD-17350,1,118,17,3766.382,221.5518823529412
MD-17860,1,37,8,1204.91,150.61375
ME-17320,2,43,22,10663.728000000001,484.71490909090915
ME-17725,1,29,13,1908.4532,146.80409230769231
ME-18010,1,93,6,1256.944,209.49066666666667
MF-17665,0,422,8,937.039,117.129875
MF-18250,1,8,12,1758.3,146.525
MG-17650,1,30,14,3785.276,270.37685714285715
MG-17680,1,93,10,2350.188,235.0188
MG-17695,0,556,7,1342.282,191.7545714285714
MG-17875,1,117,7,1242.8329999999999,177.54757142857142
MG-17890,1,100,13,776.384,59.72184615384616
MG-18145,1,85,8,3061.543,382.692875
MG-18205,0,265,2,16.739,8.3695
MH-17290,1,120,13,2394.025,184.15576923076924
MH-17440,0,377,9,400.016,44.446222222222225
MH-17455,1,86,11,2456.1820000000002,223.28927272727276
MH-17620,1,156,6,1252.8,208.79999999999998
MH-17785,1,99,11,2203.7780000000002,200.34345454545456
MH-18025,1,50,10,2984.948,298.4948
MH-18115,2,6,22,5503.093,250.1405909090909
MJ-17740,2,23,15,6320.746,421.38306666666665
MK-17905,1,29,17,2302.368,135.43341176470588
MK-18160,1,241,11,1031.602,93.78200000000001
ML-17395,1,70,20,2722.843,136.14215
ML-17410,1,55,15,2921.5,194.76666666666668
ML-17755,1,30,13,2071.9139999999998,159.378
ML-18040,1,80,4,742.082,185.5205
ML-18265,1,101,3,162.232,54.077333333333335
MM-17260,1,169,6,1314.023,219.00383333333332
MM-17920,1,8,16,3794.0800000000004,237.13000000000002
MM-18055,1,62,19,2749.881,144.7305789473684
MM-18280,1,86,12,775.414,64.61783333333334
MN-17935,1,35,10,2477.946,247.7946
MO-17500,1,73,5,922.487,184.4974
MO-17800,1,105,11,1687.0269999999998,153.3660909090909
MO-17950,1,181,4,154.288,38.572
MP-17470,0,720,14,3206.132,229.00942857142857
MP-17965,1,73,20,3983.6420000000003,199.18210000000002
MP-18175,2,17,19,5087.92,267.78526315789475
MR-17545,1,126,6,639.178,106.52966666666667
MS-17365,2,274,24,7443.6900000000005,310.15375
MS-17530,0,435,7,475.65599999999995,67.95085714285713
MS-17710,0,414,15,1613.402,107.56013333333334
MS-17770,1,122,19,3144.678,165.5093684210526
MS-17830,0,453,5,370.348,74.06960000000001
MS-17980,1,27,11,855.116,77.73781818181818
MT-17815,1,50,10,2890.139,289.01390000000004
MT-18070,1,204,11,1319.4498,119.94998181818183
MV-17485,1,28,15,1560.05,104.00333333333333
MV-18190,1,20,11,1734.574,157.68854545454545
MW-18220,2,18,14,5341.900000000001,381.56428571428575
MW-18235,2,45,3,5253.876,1751.2920000000001
MY-17380,1,30,13,2254.285,173.40653846153845
MY-18295,1,72,21,4152.696,197.74742857142857
MZ-17335,1,31,6,593.606,98.93433333333333
MZ-17515,1,283,10,2564.906,256.4906
NB-18580,0,1166,2,273.87199999999996,136.93599999999998
NB-18655,1,20,17,1972.599,116.03523529411764
NC-18340,1,225,17,2461.404,144.7884705882353
NC-18415,1,42,14,2218.9900000000002,158.49928571428572
NC-18535,2,7,15,8241.739,549.4492666666666
NC-18625,1,205,9,1821.742,202.41577777777778
ND-18370,1,28,18,4326.139,240.34105555555556
ND-18460,1,184,8,2893.455,361.681875
NF-18385,2,80,14,8322.826,594.4875714285714
NF-18475,0,526,4,377.16200000000003,94.29050000000001
NF-18595,1,115,12,2031.472,169.28933333333333
NG-18355,1,49,16,1869.58,116.84875
NG-18430,1,49,9,1395.9379999999999,155.1042222222222
NH-18610,1,190,11,2673.29,243.02636363636364
NK-18490,1,71,11,572.048,52.004363636363635
NL-18310,1,59,10,1418.0900000000001,141.80900000000003
NM-18445,2,161,14,6459.344,461.3817142857143
NM-18520,1,245,15,2161.979,144.1319333333333
NP-18325,2,26,21,5529.62,263.3152380952381
NP-18670,1,59,10,3908.402,390.8402
NP-18685,0,407,7,1228.698,175.52828571428572
NP-18700,2,139,13,7903.1825,607.9371153846154
NR-18550,1,211,13,2367.277,182.09823076923078
NS-18505,1,7,15,2575.863,171.7242
NS-18640,1,175,26,2964.823,114.03165384615384
NW-18400,2,173,22,7234.014,328.8188181818182
NZ-18565,1,86,20,2488.31,124.4155
ON-18715,0,411,15,1567.52,104.50133333333333
OT-18730,1,66,10,3818.624,381.8624
PA-19060,1,104,7,729.408,104.20114285714286
PB-18805,1,26,10,740.356,74.0356
PB-19105,1,58,5,688.324,137.66479999999999
PB-19150,1,98,11,1456.95,132.45000000000002
PB-19210,0,689,2,132.738,66.369
PC-18745,1,3,5,1832.064,366.4128
PC-19000,0,883,3,1061.488,353.82933333333335
PF-19120,2,836,19,9062.864,476.99284210526315
PF-19165,1,197,10,2770.0,277.0
PF-19225,1,115,10,2206.1279999999997,220.61279999999996
PG-18820,1,37,26,3086.907,118.72719230769232
PG-18895,1,58,17,1987.164,116.892
PH-18790,1,71,2,729.648,364.824
PJ-18835,1,40,13,1220.09,93.85307692307691
PJ-19015,1,135,10,1824.2340000000002,182.42340000000002
PK-18910,0,484,3,1441.152,480.384
PK-19075,2,10,25,8646.934,345.87735999999995
PL-18925,1,16,8,239.481,29.935125
PM-18940,0,387,4,1405.402,351.3505
PM-19135,2,52,7,4115.662,587.9517142857143
PN-18775,1,31,13,1467.152,112.85784615384615
PO-18850,2,5,22,7473.8282,339.7194636363636
PO-18865,1,1,13,2493.214,191.7856923076923
PO-19180,2,161,18,4893.043,271.8357222222222
PO-19195,1,87,10,1056.858,105.6858
PP-18955,2,98,34,7252.608,213.312
PR-18880,1,37,12,1840.178,153.34816666666669
PS-18760,1,108,21,2181.479,103.87995238095237
PS-18970,1,70,13,1278.639,98.35684615384615
PS-19045,2,237,13,6843.634,526.4333846153846
PT-19090,1,72,7,160.572,22.93885714285714
PV-18985,1,90,13,2876.046,221.23430769230768
PW-19030,1,47,13,3454.916,265.76276923076927
PW-19240,0,465,12,3922.4150000000004,326.8679166666667
QJ-19255,2,26,13,6108.338,469.8721538461538
RA-19285,1,6,17,2617.906,153.9944705882353
RA-19885,1,44,15,3832.314,255.4876
RA-19915,2,13,22,4793.543,217.88831818181816
RA-19945,1,62,9,1686.9225,187.43583333333333
RB-19330,1,69,6,1008.1959999999999,168.03266666666664
RB-19360,2,97,18,15117.339,839.8521666666667
RB-19435,1,20,16,2663.0860000000002,166.44287500000002
RB-19465,2,10,23,4715.466,205.02026086956522
RB-19570,1,26,9,528.546,58.72733333333334
RB-19645,0,649,7,221.084,31.583428571428573
RB-19705,1,55,7,2067.45,295.34999999999997
RB-19795,2,33,18,5633.316000000001,312.96200000000005
RC-19825,0,370,10,966.409,96.6409
RC-19960,1,111,11,885.752,80.52290909090908
RD-19480,1,73,15,4272.93,284.862
RD-19585,1,181,19,2912.8940000000002,153.3102105263158
RD-19660,1,115,5,2786.632,557.3264
RD-19720,1,22,20,1419.737,70.98685
RD-19810,1,15,16,1137.616,71.101
RD-19900,1,115,21,3133.924,149.2344761904762
RD-19930,1,43,10,970.9420000000001,97.09420000000001
RE-19405,0,1098,1,48.36,48.36
RE-19450,0,303,9,876.696,97.41066666666667
RF-19345,0,391,16,3309.15,206.821875
RF-19735,1,90,14,2341.2960000000003,167.2354285714286
RF-19840,1,7,11,945.222,85.92927272727273
RH-19495,1,33,8,3621.3759999999997,452.67199999999997
RH-19510,2,468,12,6979.18,581.5983333333334
RH-19555,0,520,3,740.382,246.79399999999998
RH-19600,0,535,11,2085.7400000000002,189.61272727272728
RK-19300,1,120,8,1460.192,182.524
RL-19615,2,122,24,6234.91,259.78791666666666
RM-19375,0,346,9,1453.474,161.4971111111111
RM-19675,2,7,11,5979.0960000000005,543.5541818181819
RM-19750,0,300,2,98.35,49.175
RO-19780,1,36,12,3815.478,317.9565
RP-19270,0,497,12,954.6452,79.55376666666668
RP-19390,2,34,25,5153.084,206.12336
RP-19855,1,29,15,2170.716,144.71439999999998
RR-19315,1,20,4,615.932,153.983
RR-19525,1,171,10,3302.2619999999997,330.22619999999995
RS-19420,1,77,9,3221.29,357.9211111111111
RS-19765,1,37,14,4159.7699999999995,297.12642857142856
RS-19870,1,20,3,22.328,7.442666666666667
RW-19540,2,121,23,7397.401,321.6261304347826
RW-19630,1,90,16,3279.746,204.984125
RW-19690,1,80,15,3495.646,233.04306666666668
SA-20830,2,64,21,4767.3415,227.01626190476193
SB-20170,1,202,7,1348.02,192.5742857142857
SB-20185,2,189,12,6410.996,534.2496666666667
SB-20290,2,48,17,8057.891,473.9935882352941
SC-20020,0,782,17,3362.9636,197.8213882352941
SC-20050,1,41,15,4624.572,308.3048
SC-20095,2,350,22,14142.333999999999,642.8333636363636
SC-20230,1,150,11,4371.9580000000005,397.4507272727273
SC-20260,1,188,18,3729.7929999999997,207.21072222222222
SC-20305,1,30,12,3979.065,331.58875
SC-20380,2,31,20,5992.536,299.6268
SC-20440,1,37,10,1874.998,187.4998
SC-20575,1,93,7,902.7280000000001,128.96114285714287
SC-20680,1,127,8,1254.64,156.83
SC-20695,1,90,14,2576.408,184.02914285714286
SC-20725,2,188,26,5226.21,201.0080769230769
SC-20770,2,42,21,4492.657,213.93604761904763
SC-20800,1,31,5,279.25600000000003,55.851200000000006
SC-20845,1,132,4,280.632,70.158
SD-20485,2,201,21,6121.114,291.481619047619
SE-20110,2,10,19,12209.438000000002,642.6020000000001
SF-20065,1,60,9,763.5459999999999,84.83844444444443
SF-20200,1,60,15,3422.7859999999996,228.1857333333333
SF-20965,1,49,17,3336.535,196.26676470588234
SG-20080,1,9,11,3406.5809999999997,309.6891818181818
SG-20470,1,184,14,1884.798,134.62842857142857
SG-20605,1,109,13,3124.832,240.37169230769229
SG-20890,1,227,5,47.946,9.5892
SH-19975,2,30,29,3406.8395,117.47722413793103
SH-20395,1,24,15,2180.718,145.38119999999998
SH-20635,0,766,2,2096.392,1048.196
SJ-20125,2,96,24,3949.656,164.569
SJ-20215,1,30,10,1341.036,134.1036
SJ-20500,1,254,7,1318.776,188.39657142857143
SK-19990,1,9,5,883.409,176.6818
SL-20155,1,71,9,3053.012,339.22355555555555
SM-20005,0,422,6,244.49399999999997,40.748999999999995
SM-20320,2,80,15,25043.05,1669.5366666666666
SM-20905,0,607,6,1043.041,173.84016666666665
SM-20950,2,26,22,5563.392,252.88145454545455
SN-20560,1,112,15,1860.418,124.02786666666665
SN-20710,1,80,19,3127.9592,164.62943157894736
SO-20335,1,30,15,2602.5755,173.50503333333333
SP-20545,0,328,10,1306.086,130.6086
SP-20620,2,48,24,5440.319,226.67995833333336
SP-20650,0,387,15,1872.4360000000001,124.82906666666668
SP-20860,2,80,24,4282.94,178.45583333333332
SP-20920,1,71,14,3990.689,285.0492142857143
SR-20425,1,9,9,3233.481,359.27566666666667
SR-20740,1,197,12,4345.8859999999995,362.1571666666666
SS-20140,1,16,21,1324.028,63.04895238095238
SS-20410,1,111,12,3056.8070000000002,254.7339166666667
SS-20515,0,492,6,613.4,102.23333333333333
SS-20590,0,433,9,418.49,46.49888888888889
SS-20875,1,121,15,964.636,64.30906666666667
ST-20530,1,126,12,433.34000000000003,36.11166666666667
SU-20665,1,21,18,2595.364,144.1868888888889
SV-20365,2,102,32,11470.949999999999,358.46718749999997
SV-20785,2,321,25,4105.305,164.21220000000002
SV-20815,1,77,6,1271.0900000000001,211.84833333333336
SV-20935,1,3,13,1903.491,146.4223846153846
SW-20245,1,82,10,1085.078,108.5078
SW-20275,1,31,7,1966.65,280.95
SW-20350,1,163,6,1019.044,169.84066666666666
SW-20455,1,163,9,2921.544,324.616
SW-20755,0,535,8,758.6959999999999,94.83699999999999
SZ-20035,1,36,20,3625.329,181.26645000000002
TA-21385,2,70,10,14595.62,1459.5620000000001
TB-21055,1,120,18,1467.881,81.54894444444444
TB-21175,1,59,11,3589.296,326.29963636363635
TB-21190,1,50,4,816.1740000000001,204.04350000000002
TB-21250,1,350,19,1602.376,84.33557894736842
TB-21280,0,584,11,2198.45,199.8590909090909
TB-21355,1,147,13,834.328,64.17907692307692
TB-21400,2,203,17,9133.99,537.2935294117647
TB-21520,2,108,20,4737.486,236.8743
TB-21595,0,286,7,1387.559,198.2227142857143
TB-21625,1,31,15,2797.668,186.5112
TC-20980,2,400,12,19052.218,1587.6848333333335
TC-21145,1,107,4,1038.26,259.565
TC-21295,1,28,16,4266.812,266.67575
TC-21475,1,154,11,1244.976,113.17963636363638
TC-21535,1,5,10,742.5580000000001,74.25580000000001
TD-20995,1,38,16,1434.5480000000002,89.65925000000001
TG-21310,0,338,9,3058.372,339.8191111111111
TG-21640,1,115,10,2074.661,207.4661
TH-21100,0,345,7,2422.824,346.11771428571427
TH-21115,1,59,9,2942.772,326.9746666666667
TH-21235,1,118,13,1022.201,78.63084615384615
TH-21550,1,73,13,4234.0960000000005,325.6996923076923
TM-21010,1,104,19,2955.2259999999997,155.53821052631577
TM-21490,1,131,4,1094.6779999999999,273.66949999999997
TN-21040,1,91,12,3130.221,260.85175
TP-21130,1,9,16,4454.0560000000005,278.37850000000003
TP-21415,2,105,10,5329.0048,532.90048
TP-21565,0,351,10,1936.6399999999999,193.664
TR-21325,1,194,7,675.9419999999999,96.56314285714284
TS-21085,0,358,2,4.833,2.4165
TS-21160,0,505,17,2163.6240000000003,127.27200000000002
TS-21205,2,199,19,5371.09,282.68894736842105
TS-21340,1,227,12,974.7819999999999,81.23183333333333
TS-21370,2,37,15,11891.751,792.7834
TS-21430,1,173,7,2054.14,293.4485714285714
TS-21505,1,12,14,2243.274,160.23385714285715
TS-21610,1,56,11,2820.424,256.4021818181818
TS-21655,1,239,14,3368.094,240.57814285714286
TT-21070,2,32,14,4915.602,351.11442857142856
TT-21220,1,184,15,1427.0439999999999,95.13626666666666
TT-21265,0,407,3,439.5,146.5
TT-21460,2,13,14,5364.808,383.20057142857144
TW-21025,2,65,12,5278.826,439.9021666666667
TZ-21580,1,36,9,1707.286,189.69844444444445
VB-21745,1,55,10,2005.596,200.5596
VD-21670,2,582,16,6442.254,402.640875
VF-21715,1,14,11,847.944,77.08581818181818
VG-21790,1,155,8,846.01,105.75125
VG-21805,0,287,6,427.372,71.22866666666667
VM-21685,1,55,12,2454.866,204.57216666666667
VM-21835,1,118,8,380.69,47.58625
VP-21730,1,31,5,993.9019999999999,198.7804
VP-21760,1,76,14,3360.526,240.03757142857143
VS-21820,1,222,8,1055.981,131.997625
VT-21700,0,1001,9,1736.596,192.9551111111111
VW-21775,2,29,18,6134.0380000000005,340.77988888888893
WB-21850,2,21,37,6160.102,166.48924324324324
XP-21865,1,44,28,2374.658,84.80921428571428
YC-21895,2,5,8,5454.35,681.79375
YS-21880,2,10,12,6720.4439999999995,560.0369999999999
ZC-21910,2,55,31,8025.707,258.8937741935484
ZD-21925,1,203,9,1493.944,165.99377777777778
